statnm,statid,chgerid,chgertype,addrdoro,lat,lng,usetime,stat
당산에스에이치빌 아파트 앞,ME174033,01,06,서울특별시 영등포구 영신로 183,37.524217,126.9019801,24시간 이용가능,2
영등포 제3공영,ME174034,01,06,서울특별시 영등포구 영중로3길 7,37.5180087,126.9030865,24시간 이용가능,2
신창동 공영주차장,ME174035,01,06,서울특별시 용산구 원효로35길 53,37.5353568,126.9552587,24시간 이용가능,2
한남동 공영주차장,ME174036,01,06,서울특별시 용산구 이태원로 224-19,37.5349284,127.0002489,24시간 이용가능,2
현대자동차 수색대리점,ME174037,01,06,서울특별시 은평구 수색로 342-1,37.5867665,126.8880299,24시간 이용가능,2
은평구민체육센터,ME174038,01,06,서울특별시 은평구 진관1로 40,37.6310603,126.9246413,24시간 이용가능,2
태화빌딩,ME174039,01,06,서울특별시 종로구 인사동5길 29,37.5718148,126.9850443,24시간 이용가능,3
한국예술종합학교(종로),ME174040,01,06,서울특별시 종로구 창경궁로 215,37.5824318,126.9974047,24시간 이용가능,2
국립극장,ME174041,02,06,서울특별시 중구 장충단로 59,37.5517908,127.0002167,05:00~00:00,2
국립극장,ME174041,01,06,서울특별시 중구 장충단로 59,37.5517908,127.0002167,05:00~00:00,2
홈플러스 상봉점,ME174042,01,06,서울특별시 중랑구 망우로 353,37.5983156,127.0905669,10:00~24:00,2
홈플러스 신내점,ME174043,01,06,서울특별시 중랑구 신내로 201,37.6159847,127.0939656,10:00~24:00,2
용마폭포공원 공영주차장,ME174044,01,06,서울특별시 중랑구 용마산로 250-12,37.5745068,127.089592,24시간 이용가능,2
남원읍 공영주차장,ME174045,01,06,제주특별자치도 서귀포시 남원읍 남원리 84-2,33.2788767,126.7213139,24시간 이용가능,3
위미의례회관,ME174046,01,06,제주특별자치도 서귀포시 남원읍 중산간동로 6862,33.289615,126.6576261,24시간 이용가능,2
대정감협 인근 공영주차장,ME174047,01,06,제주특별자치도 서귀포시 대정읍 하모리 964-2,33.2229383,126.2520224,24시간 이용가능,2
퐁낭 작은 도서관 앞 주차장,ME174048,01,06,제주특별자치도 서귀포시 동홍동 470-1,33.2553617,126.5720303,24시간 이용가능,2
월드컵경기장 인근 공영주차장,ME174049,01,06,제주특별자치도 서귀포시 법환동 870,33.2475057,126.510693,24시간 이용가능,3
중문 관광단지,ME174050,01,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,24시간 이용가능,2
중문 관광단지,ME174050,03,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,24시간 이용가능,2
중문 관광단지,ME174050,04,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,24시간 이용가능,2
중문 관광단지,ME174050,02,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,24시간 이용가능,2
중문 관광단지,ME174050,05,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,24시간 이용가능,2
중앙공영주차장(우리은행 서귀포점 인근 공영주차장),ME174051,01,06,제주특별자치도 서귀포시 서귀동 291-2,33.249649,126.5623255,24시간 이용가능,2
아랑조을거리 공영주차장,ME174052,01,06,제주특별자치도 서귀포시 서귀동 312-6,33.247136,126.5605157,24시간 이용가능,2
서귀포성당 뒤 주차장,ME174053,01,06,제주특별자치도 서귀포시 서귀동 600-3,33.2436487,126.5628543,24시간 이용가능,3
국토교통부 인재개발원 앞 주차장,ME174054,01,06,제주특별자치도 서귀포시 서호동 1603,33.2523361,126.5157793,24시간 이용가능,2
천지연폭포주차장,ME174055,02,06,제주특별자치도 서귀포시 서홍동 666-1,33.2447051,126.5597817,24시간 이용가능,3
천지연폭포주차장,ME174055,01,06,제주특별자치도 서귀포시 서홍동 666-1,33.2447051,126.5597817,24시간 이용가능,2
성산읍 공영주차장,ME174056,01,06,제주특별자치도 서귀포시 성산읍 고성리 327-1,33.4485209,126.9166899,24시간 이용가능,3
성산일출봉 공영주차장,ME174057,01,06,제주특별자치도 서귀포시 성산읍 일출로 284-6,33.4619365,126.9355814,24시간 이용가능,2
성산일출봉 공영주차장,ME174057,02,06,제주특별자치도 서귀포시 성산읍 일출로 284-6,33.4619365,126.9355814,24시간 이용가능,2
안덕우체국 뒤 주차장,ME174058,01,06,제주특별자치도 서귀포시 안덕면 화순리 1072,33.2460981,126.3348886,24시간 이용가능,2
서귀포시 매일시장 공영주차장,ME174059,01,06,제주특별자치도 서귀포시 중앙로62번길 18,33.2501492,126.5632261,24시간 이용가능,2
표선민속마을 해비치 해변 공영주차장,ME174060,01,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,24시간 이용가능,2
표선민속마을 해비치 해변 공영주차장,ME174060,03,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,24시간 이용가능,2
표선민속마을 해비치 해변 공영주차장,ME174060,02,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,24시간 이용가능,5
표선민속마을 해비치 해변 공영주차장,ME174060,04,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,24시간 이용가능,3
표선민속마을 해비치 해변 공영주차장,ME174060,05,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,24시간 이용가능,2
표선 의례회관 앞 공영주차장,ME174061,01,06,제주특별자치도 서귀포시 표선면 표선리 2103,33.3270822,126.8234354,24시간 이용가능,5
회수사거리 인근 공영주차장,ME174062,01,06,제주특별자치도 서귀포시 회수동 788-2,33.2632286,126.4426783,24시간 이용가능,2
오일장 인근 주차장,ME174063,01,06,제주특별자치도 제주시 구좌읍 세화리 1500-41,33.524856,126.8568472,24시간 이용가능,3
용암해수산업화지원센터,ME174064,01,06,제주특별자치도 제주시 구좌읍 일주동로 2706-40,33.5423831,126.8121624,24시간 이용가능,2
제주상공회의소 뒤편 주차장,ME174065,01,06,제주특별자치도 제주시 도남동 574-3,33.4904403,126.5198517,24시간 이용가능,2
이호동 주민센터,ME174066,01,06,제주특별자치도 제주시 백포서길 9,33.5000077,126.4580641,24시간 이용가능,2
한국폴리텍대학 제주캠퍼스,ME174067,01,06,제주특별자치도 제주시 산천단 동3길 2,33.4469182,126.561226,24시간 이용가능,2
한라수목원,ME174068,01,06,제주특별자치도 제주시 수목원길 72,33.4690818,126.4908317,24시간 이용가능,3
탐라중학교 공영주차장,ME174069,01,06,제주특별자치도 제주시 아라동 3008-1,33.4914869,126.5442609,24시간 이용가능,3
아라지구 공영주차장,ME174070,01,06,제주특별자치도 제주시 아라동 6140-4,33.4701598,126.5466775,24시간 이용가능,2
상가리사무소,ME174071,01,06,제주특별자치도 제주시 애월읍 상가리 1196-1,33.4497188,126.3457119,24시간 이용가능,3
오일시장 일대 공영주차장,ME174072,01,06,제주특별자치도 제주시 오일장서길 26,33.4965694,126.4738058,24시간 이용가능,2
외도구획정리지구 공영주차장,ME174073,01,06,제주특별자치도 제주시 외도1동 482-1,33.4899205,126.4325935,24시간 이용가능,3
삼성혈 인근 공영주차장,ME174074,01,06,제주특별자치도 제주시 이도1동 1293-1,33.5045526,126.5305231,24시간 이용가능,2
이도주민센터,ME174075,01,06,제주특별자치도 제주시 이도1동 1695-10,33.5068398,126.5271784,24시간 이용가능,2
영락교회 인근 공영주차장,ME174076,01,06,제주특별자치도 제주시 일도2동 488-1,33.5103385,126.544115,24시간 이용가능,5
제주시 상하수도본부,ME174077,01,06,제주특별자치도 제주시 조천읍 중산간동로 601,33.4997499,126.6496365,24시간 이용가능,2
하귀1지구 공영주차장,ME174078,01,06,제주특별자치도 제주시 하귀1리 176-3,33.4855867,126.414308,24시간 이용가능,3
한경도서관 앞 주차장,ME174079,01,06,제주특별자치도 제주시 한경면 신창리 233-1,33.3500436,126.184563,24시간 이용가능,2
한림공원 인근 공영주차장,ME174080,01,06,제주특별자치도 제주시 한림읍 금능리 2018,33.3904865,126.2380097,24시간 이용가능,2
한림읍체육관 주차장,ME174081,02,06,제주특별자치도 제주시 한림읍 한림중앙로 71-9,33.4092691,126.2695843,24시간 이용가능,2
한림읍체육관 주차장,ME174081,01,06,제주특별자치도 제주시 한림읍 한림중앙로 71-9,33.4092691,126.2695843,24시간 이용가능,2
한림읍체육관 주차장,ME174081,03,06,제주특별자치도 제주시 한림읍 한림중앙로 71-9,33.4092691,126.2695843,24시간 이용가능,2
화북동주민센터,ME174082,01,06,제주특별자치도 제주시 화북1동 1976-6,33.5198336,126.5657078,24시간 이용가능,3
강진국민체육센터,ME174083,01,06,전라남도 강진군 군동면 종합운동장 60,34.6456444,126.7812307,24시간 이용가능,2
구례실내수영장,ME174084,01,06,전라남도 구례군 구례읍 봉북리 1423-1,35.2160563,127.4669052,24시간 이용가능,2
압해읍사무소,ME174085,01,06,전라남도 신안군 압해읍 학교리 585,34.8654674,126.3127835,24시간 이용가능,2
장성군민회관,ME174086,01,06,전라남도 장성군 장성읍 영천리 1486-22,35.3041786,126.7865941,24시간 이용가능,2
아포읍사무소,ME174087,01,06,경상북도 김천시 아포읍 국사길 63,36.1600823,128.2530737,24시간 이용가능,5
문경시청,ME174088,01,06,경상북도 문경시 모전동 220,36.5861467,128.1876744,24시간 이용가능,2
구시장 주차장,ME174089,01,06,경상북도 봉화군 봉화읍 내성리 231-30,36.8894357,128.7392335,24시간 이용가능,2
상주 시민운동장 내 주차장,ME174090,01,06,경상북도 상주시 계산동 474-1,36.4320621,128.1604534,24시간 이용가능,2
성주군청,ME174091,01,06,경상북도 성주군 성주읍 성주로 3200,35.9191151,128.2834698,24시간 이용가능,2
영양군청 정문 앞 공영주차장,ME174092,01,06,경상북도 영양군 영양읍 서부리,36.6659487,129.1126487,24시간 이용가능,2
영주1동 행정복지센터,ME174093,01,06,경상북도 영주시 영주동 27-2,36.8265386,128.6199281,24시간 이용가능,2
예천군보건소,ME174094,01,06,경상북도 예천군 예천읍 노상리 125-1,36.6573757,128.4530619,24시간 이용가능,2
울진연호공원 입구,ME174095,01,06,경상북도 울진군 울진읍 연지리 820-62,36.9924564,129.4071759,24시간 이용가능,4
의성군청 공영주차장,ME174096,01,06,경상북도 의성군 의성읍 후죽리 507-2,36.3534416,128.6968098,24시간 이용가능,2
칠곡군청,ME174097,01,06,경상북도 칠곡군 왜관읍 군청1길 80,35.9949554,128.4017133,24시간 이용가능,2
고성군청 후면주차장,ME174098,01,06,강원도 고성군 간성읍 하리 12,38.3811415,128.4679096,24시간 이용가능,2
속초시청 길건너 공영주차장,ME174099,01,06,강원도 속초시 중앙동 468-12,38.2063563,128.5926741,24시간 이용가능,2
양구 5일장 앞 공영주차장,ME174100,01,06,강원도 양구군 양구읍 사명길 37-4,38.1038993,127.9882429,24시간 이용가능,2
정선종합운동장,ME174101,01,06,강원도 정선군 정선읍 애산리 768,37.3770863,128.6766289,24시간 이용가능,2
태백시청 후문 주차장,ME174102,01,06,강원도 태백시 황지동 244-3,37.1648736,128.9859376,24시간 이용가능,2
화천청소년수련관 주차장,ME174103,01,06,강원도 화천군 화천읍 산천어길 79,38.1081672,127.7124771,24시간 이용가능,2
장전역 공영주차장,ME174104,01,06,부산광역시 금정구 장전1동 242,35.239348,129.0876819,24시간 이용가능,2
동래역 공영주차장,ME174105,01,06,부산광역시 동래구 중앙대로 1324,35.206922,129.0786666,24시간 이용가능,2
부산진구청 지하1층 주차장,ME174106,01,06,부산광역시 부산진구 시민공원로 30,35.162892,129.0530287,24시간 이용가능,2
부산시민공원 지하 주차장,ME174107,01,06,부산광역시 부산진구 시민공원로 73,35.1651212,129.0562968,24시간 이용가능,2
삼락재첩거리,ME174108,01,06,부산광역시 사상구 낙동대로 1518번길 26,35.1930058,128.985466,24시간 이용가능,2
망미동 공영주차장,ME174109,01,06,부산광역시 수영구 망미동 979-73,35.1701378,129.096877,24시간 이용가능,2
수변공원,ME174110,01,06,부산광역시 수영구 민락수변로 95,35.1547999,129.1318417,24시간 이용가능,2
부산지방경찰청 앞 민원인 주차장,ME174111,01,06,부산광역시 연제구 중앙대로 999,35.1794806,129.0734269,24시간 이용가능,2
부산테크노파크 종합물류경영기술지원센터,ME174112,01,06,부산광역시 영도구 해양로 435-1,35.0729995,129.080228,24시간 이용가능,2
용두산 공영주차장,ME174113,01,06,부산광역시 중구 대청로 116번길 3,35.1023192,129.0326838,24시간 이용가능,2
중동역 공영주차장,ME174114,01,06,부산광역시 해운대구 해운대로 731,35.1668257,129.1699787,24시간 이용가능,2
강당골 공영주차장,ME174115,01,06,대구광역시 남구 봉덕동 1272-18,35.8327563,128.5985416,24시간 이용가능,2
논산시청 앞 공영주차장,ME174116,01,06,충청남도 논산시 내동 825,36.1860835,127.0993556,24시간 이용가능,2
국립생태원 정문 주차장,ME174117,01,06,충청남도 서천군 마서면 송내리 758,36.027168,126.7215749,24시간 이용가능,2
보은군청앞 스포츠사업단 대형주차장,ME174118,01,06,충청북도 보은군 보은읍 성주리 288-6,36.4903308,127.7318557,24시간 이용가능,2
강화풍물시장 공영주차장,ME174119,01,06,인천광역시 강화군 강화읍 갑곳리 849,37.7405174,126.4924289,24시간 이용가능,2
계산1택지 공영주차장,ME174120,01,06,인천광역시 계양구 계산동 1060,37.5403704,126.7371598,24시간 이용가능,2
중부지방고용노동청 별관 앞,ME174121,01,06,인천광역시 남동구 구월3동 1111-6,37.4512343,126.700734,24시간 이용가능,2
부원 공영주차장,ME174122,01,06,인천광역시 부평구 부평동 341-193,37.4917435,126.7193146,24시간 이용가능,2
영종대교 휴게소 주차장,ME174123,01,06,인천광역시 서구 경서동 산 257-4,37.5538151,126.6083221,24시간 이용가능,2
검단2공영주차장,ME174124,01,06,인천광역시 서구 당하동 1097-5,37.5922818,126.6756221,24시간 이용가능,2
㈜현대자동차 블루핸즈 서인천 서비스 주차장 입구,ME174125,01,06,인천광역시 서구 원삭로 160,37.5098505,126.6431027,평일08:30~18:00,3
연세대학교 국제캠퍼스,ME174126,01,06,인천광역시 연수구 송도동 162-1,37.3794852,126.6717416,24시간 이용가능,2
영흥수산물직판장 주차장,ME174127,01,06,인천광역시 옹진군 영흥면 내리 8-165,37.2551047,126.4981467,24시간 이용가능,4
도원역 부근 공영주차장,ME174128,01,06,인천광역시 중구 도원동 5-7,37.4670488,126.6425376,24시간 이용가능,2
롯데마트 화정점,ME174129,01,06,경기도 고양시 덕양구 화정동 982,37.6330778,126.8319826,10:00~24:00,2
덕양구청 주차장,ME174130,01,06,경기도 고양시 덕양구 화중로 104번길 13,37.6365691,126.8322234,24시간 이용가능,3
갈현동 주민센터 주차장,ME174131,01,06,경기도 과천시 갈현동 679,37.4195192,126.9897337,24시간 이용가능,2
경안시장 공영주차장,ME174132,01,06,경기도 광주시 중앙로 103-5,37.4087438,127.2587731,24시간 이용가능,2
구리시청,ME174133,01,06,경기도 구리시 교문동 390-1,37.5945845,127.1305708,24시간 이용가능,2
남양주 시청,ME174134,01,06,경기도 남양주시 금곡동 185-10,37.6363052,127.2177977,24시간 이용가능,1
소사어울림마당 주차장,ME174135,01,06,경기도 부천시 경인옛로 73,37.4802773,126.800447,24시간 이용가능,3
오정어울마당,ME174136,01,06,경기도 부천시 오정동 129,37.5287637,126.7963785,24시간 이용가능,2
부천종합운동장,ME174137,01,06,경기도 부천시 춘의동 8 24 필지,37.5010615,126.7980075,24시간 이용가능,5
롯데마트 판교점,ME174138,01,06,경기도 성남시 분당구 삼평동 741,37.3952309,127.1144468,24시간 이용가능,2
성남아트센터 옥외주차장,ME174139,01,06,경기도 성남시 분당구 성남대로 808,37.3996125,127.1302612,24시간 이용가능,2
갯골생태공원,ME174140,01,06,경기도 시흥시 장곡동 724-32,37.3887295,126.781445,24시간 이용가능,2
대부도 공영 주차장,ME174141,01,06,경기도 안산시 단원구 대부북동 1849-30,37.2836347,126.5716565,24시간 이용가능,3
롯데마트 안산점,ME174142,01,06,경기도 안산시 상록구 성도동 590,37.3179811,126.8471001,06:00~03:00,3
관악역 3환승 공영주차장,ME174143,01,06,경기도 안양시 만안구 석수1동 110-26,37.4179021,126.91137,24시간 이용가능,2
만안구청,ME174144,01,06,경기도 안양시 만안구 안양동 530,37.3863379,126.9329464,24시간 이용가능,2
송추 제2주차장,ME174145,01,06,경기도 양주시 장흥면 울대리 527,37.7159746,126.9799522,24시간 이용가능,2
홈플러스 오산점,ME174146,01,06,경기도 오산시 수청동 610,37.1702205,127.062564,10:00~24:00(월2회휴무),3
용인시청,ME174147,01,06,경기도 용인시 처인구 삼가동 556,37.2406659,127.1773752,24시간 이용가능,2
포곡읍사무소,ME174148,01,06,경기도 용인시 처인구 포곡읍 포곡로 258,37.2781004,127.2312587,24시간 이용가능,2
백석천지하2 공영주차장,ME174149,01,06,경기도 의정부시 시민로19번길 13,37.738771,127.0361471,24시간 이용가능,2
파주시청광장 주차장,ME174150,01,06,경기도 파주시 시청로 50,37.7597286,126.780664,24시간 이용가능,2
홈플러스 송탄점,ME174151,01,06,경기도 평택시 장당동 390-1,37.0451372,127.0602353,10:00~24:00(월2회휴무),2
한강유역환경청,ME174152,01,06,경기도 하남시 미사강변 한강로 299,37.5704789,127.1956732,07:00~24:00,2
유앤아이센터,ME174153,01,06,경기도 화성시 태안로 145,37.203321,127.0339584,24시간 이용가능,2
유승기업(현대블루핸즈),ME174154,01,06,대전광역시 서구 계룡로 510,36.34354,127.381041,24시간 이용가능,5
목원대학교,ME174155,01,06,대전광역시 서구 도안북로 88,36.3285473,127.3380577,24시간 이용가능,3
대전정부청사 내 주차장,ME174156,01,06,대전광역시 서구 청사로 189,36.3614348,127.383952,24시간 이용가능,3
KT가정빌딩,ME174157,01,06,대전광역시 유성구 가정로 168,36.3841194,127.3627696,24시간 이용가능,3
롯데마트 대덕테크노밸리점,ME174158,01,06,대전광역시 유성구 관평동 887,36.4263388,127.3865552,24시간 이용가능,3
현대자동차(반석점),ME174159,01,06,대전광역시 유성구 반석동 665-2,36.3940032,127.3148917,24시간 이용가능,2
롯데마트 노은점,ME174160,01,06,대전광역시 유성구 하기동 519,36.3842865,127.3220316,10:00~23:00,2
대전테크노파크 주차장,ME174161,01,06,대전광역시 유성구 테크노 9로 35,36.4204526,127.406174,24시간 이용가능,5
오월드 내 주차장,ME174162,01,06,대전광역시 중구 사정동 142,36.2907635,127.3976153,24시간 이용가능,2
경주휴게소(부산방향),ME178001,01,06,경상북도 경주시 내남면 경부고속도로 59 (월산리),35.72448,129.1926307,24시간 이용가능,2
죽전휴게소(서울방향),ME178002,01,06,경기도 용인시 수지구 경부고속도로 400 (죽전동),37.3320728,127.1048475,24시간 이용가능,5
죽전휴게소(서울방향),ME178002,02,06,경기도 용인시 수지구 경부고속도로 400 (죽전동),37.3320728,127.1048475,24시간 이용가능,2
기흥휴게소(부산방향),ME178003,01,06,경기도 용인시 기흥구 공세로 173 (공세동),37.2356557,127.105021,24시간 이용가능,2
기흥휴게소(부산방향),ME178003,02,06,경기도 용인시 기흥구 공세로 173 (공세동),37.2356557,127.105021,24시간 이용가능,1
김천휴게소(부산방향),ME178004,01,06,경상북도 김천시 농소면 경부고속도로 194 (신촌리),36.129385,128.164209,24시간 이용가능,2
김천휴게소(부산방향),ME178004,02,06,경상북도 김천시 농소면 경부고속도로 194 (신촌리),36.129385,128.164209,24시간 이용가능,5
김천휴게소(서울방향),ME178005,01,06,경상북도 김천시 농소면 경부고속도로 193 (신촌리),36.131093,128.16334,24시간 이용가능,2
김천휴게소(서울방향),ME178005,02,06,경상북도 김천시 농소면 경부고속도로 193 (신촌리),36.131093,128.16334,24시간 이용가능,2
칠곡휴게소(부산방향),ME178006,02,06,경상북도 칠곡군 왜관읍 경부고속도로 159 (아곡리),36.02025,128.4292831,24시간 이용가능,3
칠곡휴게소(부산방향),ME178006,01,06,경상북도 칠곡군 왜관읍 경부고속도로 159 (아곡리),36.02025,128.4292831,24시간 이용가능,2
칠곡휴게소(부산방향),ME178006,03,06,경상북도 칠곡군 왜관읍 경부고속도로 159 (아곡리),36.02025,128.4292831,24시간 이용가능,1
칠곡휴게소(부산방향),ME178006,04,06,경상북도 칠곡군 왜관읍 경부고속도로 159 (아곡리),36.02025,128.4292831,24시간 이용가능,2
칠곡휴게소(서울방향),ME178007,01,06,경상북도 칠곡군 왜관읍 경부고속도로 158 (아곡리),36.0134523,128.4300932,24시간 이용가능,3
칠곡휴게소(서울방향),ME178007,02,06,경상북도 칠곡군 왜관읍 경부고속도로 158 (아곡리),36.0134523,128.4300932,24시간 이용가능,2
신탄진휴게소(서울방향),ME178008,01,06,대전광역시 대덕구 산업단지로 27 (상서동) 236-1,36.4253387,127.4182496,24시간 이용가능,2
서울만남휴게소(부산방향),ME178009,02,06,서울특별시 서초구 양재대로12길 73-71 (원지동),37.4600218,127.0420378,24시간 이용가능,5
서울만남휴게소(부산방향),ME178009,01,06,서울특별시 서초구 양재대로12길 73-71 (원지동),37.4600218,127.0420378,24시간 이용가능,2
입장휴게소(서울방향),ME178010,02,06,충청남도 천안시 서북구 입장면 연곡길 407,36.9427836,127.1943661,24시간 이용가능,2
입장휴게소(서울방향),ME178010,01,06,충청남도 천안시 서북구 입장면 연곡길 407,36.9427836,127.1943661,24시간 이용가능,5
천안휴게소(서울방향),ME178011,01,06,충청남도 천안시 동남구 쉼1길 42 (삼룡동)173-1,36.7882107,127.1735101,24시간 이용가능,5
천안휴게소(서울방향),ME178011,03,06,충청남도 천안시 동남구 쉼1길 42 (삼룡동)173-1,36.7882107,127.1735101,24시간 이용가능,3
천안휴게소(서울방향),ME178011,02,06,충청남도 천안시 동남구 쉼1길 42 (삼룡동)173-1,36.7882107,127.1735101,24시간 이용가능,3
금강휴게소(부산방향),ME178012,02,06,충청북도 옥천군 동이면 금강로 596 (조령리),36.2791549,127.6736776,24시간 이용가능,2
금강휴게소(부산방향),ME178012,01,06,충청북도 옥천군 동이면 금강로 596 (조령리),36.2791549,127.6736776,24시간 이용가능,2
금강휴게소(부산방향),ME178012,03,06,충청북도 옥천군 동이면 금강로 596 (조령리),36.2791549,127.6736776,24시간 이용가능,2
통도사휴게소(부산방향),ME178013,02,06,경상남도 양산시 하북면 경부고속도로 31-1 (순지리),35.4885288,129.0914428,24시간 이용가능,2
통도사휴게소(부산방향),ME178013,01,06,경상남도 양산시 하북면 경부고속도로 31-1 (순지리),35.4885288,129.0914428,24시간 이용가능,2
통도사휴게소(부산방향),ME178013,03,06,경상남도 양산시 하북면 경부고속도로 31-1 (순지리),35.4885288,129.0914428,24시간 이용가능,2
옥산휴게소(부산방향),ME178014,01,06,충청북도 청주시 흥덕구 옥산면 경부고속도로 309 (오산리),36.6570419,127.3705498,24시간 이용가능,5
옥천휴게소(서울방향),ME178015,01,06,충청북도 옥천군 옥천읍 옥천동이로 242-34,36.2980694,127.598397,24시간 이용가능,2
옥천휴게소(서울방향),ME178015,02,06,충청북도 옥천군 옥천읍 옥천동이로 242-34,36.2980694,127.598397,24시간 이용가능,3
옥천만남의광장휴게소,ME178016,01,06,충청북도 옥천군 옥천읍 중앙로 135 (삼양리),36.3079099,127.5731265,24시간 이용가능,2
음성휴게소(통영방향),ME178017,01,06,충청북도 음성군 삼성면 용성리 산 44,37.0186894,127.4809059,24시간 이용가능,2
음성휴게소(통영방향),ME178017,02,06,충청북도 음성군 삼성면 용성리 산 44,37.0186894,127.4809059,24시간 이용가능,1
죽암휴게소(부산방향),ME178018,01,06,충청북도 청주시 서원구 현도면 경부고속도로 289,36.4863006,127.4292405,24시간 이용가능,5
죽암휴게소(서울방향),ME178019,01,06,충청북도 청주시 서원구 현도면 경부고속도로 290,36.4957964,127.4308677,24시간 이용가능,2
죽암휴게소(서울방향),ME178019,02,06,충청북도 청주시 서원구 현도면 경부고속도로 290,36.4957964,127.4308677,24시간 이용가능,2
청주휴게소(서울방향),ME178020,01,06,충청북도 청주시 흥덕구 옥산면 경부고속도로 318 (장남리),36.716134,127.3493188,24시간 이용가능,5
황간휴게소(부산방향),ME178021,01,06,충청북도 영동군 황간면 회포길 102 (회포리),36.2484821,127.8527773,24시간 이용가능,2
황간휴게소(서울방향),ME178022,02,06,충청북도 영동군 황간면 회포1길 65 (회포리),36.2489758,127.8544157,24시간 이용가능,2
황간휴게소(서울방향),ME178022,01,06,충청북도 영동군 황간면 회포1길 65 (회포리),36.2489758,127.8544157,24시간 이용가능,1
함평천지휴게소(목포방향),ME178023,01,06,전라남도 함평군 함평읍 서해안고속도로 31 (장교리),35.0694817,126.4786195,24시간 이용가능,2
함평천지휴게소(목포방향),ME178023,02,06,전라남도 함평군 함평읍 서해안고속도로 31 (장교리),35.0694817,126.4786195,24시간 이용가능,2
함평천지휴게소(시흥방향),ME178024,01,06,전라남도 함평군 함평읍 서해안고속도로 38 (죽암리),35.130737,126.481642,24시간 이용가능,2
함평천지휴게소(시흥방향),ME178024,02,06,전라남도 함평군 함평읍 서해안고속도로 38 (죽암리),35.130737,126.481642,24시간 이용가능,2
고창고인돌휴게소(목포방향),ME178025,02,06,전라북도 고창군 고창읍 서해안고속도로 81 (벽송리),35.4690375,126.6742688,24시간 이용가능,2
고창고인돌휴게소(목포방향),ME178025,01,06,전라북도 고창군 고창읍 서해안고속도로 81 (벽송리),35.4690375,126.6742688,24시간 이용가능,2
고창고인돌휴게소(시흥방향),ME178026,01,06,전라북도 고창군 고창읍 서해안고속도로 80 (신월리),35.461348,126.6729203,24시간 이용가능,2
고창고인돌휴게소(시흥방향),ME178026,02,06,전라북도 고창군 고창읍 서해안고속도로 80 (신월리),35.461348,126.6729203,24시간 이용가능,2
대천휴게소(목포방향),ME178027,01,06,충청남도 보령시 주교면 서해안고속도로 199 (주교리),36.3729958,126.5563709,24시간 이용가능,2
대천휴게소(시흥방향),ME178028,01,06,충청남도 보령시 주교면 서해안고속도로 200 (주교리),36.3737327,126.557557,24시간 이용가능,3
서산휴게소(시흥방향),ME178029,02,06,충청남도 서산시 해미면 서해안고속도로 242 (삼송리),36.7338867,126.5670967,24시간 이용가능,2
서산휴게소(시흥방향),ME178029,01,06,충청남도 서산시 해미면 서해안고속도로 242 (삼송리),36.7338867,126.5670967,24시간 이용가능,1
서천휴게소(목포방향),ME178030,01,06,충청남도 서천군 비인면 서해안고속도로 169 (성산리),36.1292781,126.6269803,24시간 이용가능,2
서천휴게소(목포방향),ME178030,02,06,충청남도 서천군 비인면 서해안고속도로 169 (성산리),36.1292781,126.6269803,24시간 이용가능,2
서천휴게소(시흥방향),ME178031,01,06,충청남도 서천군 비인면 서해안고속도로 168 (성산리),36.1320831,126.6275272,24시간 이용가능,2
서천휴게소(시흥방향),ME178031,02,06,충청남도 서천군 비인면 서해안고속도로 168 (성산리),36.1320831,126.6275272,24시간 이용가능,2
홍성휴게소(목포방향),ME178032,01,06,충청남도 홍성군 은하면 서해안고속도로 221 (금국리),36.5520256,126.579626,24시간 이용가능,2
홍성휴게소(시흥방향),ME178033,01,06,충청남도 홍성군 은하면 서해안고속도로 220 (금국리),36.5538232,126.5818528,24시간 이용가능,2
곡성휴게소(논산방향),ME178034,01,06,전라남도 곡성군 겸면 호남고속도로 50 (가정리),35.2593506,127.1524894,24시간 이용가능,3
곡성휴게소(논산방향),ME178034,02,06,전라남도 곡성군 겸면 호남고속도로 50 (가정리),35.2593506,127.1524894,24시간 이용가능,2
곡성휴게소(순천방향),ME178035,01,06,전라남도 곡성군 겸면 호남고속도로 49 (가정리),35.2581787,127.1516545,24시간 이용가능,2
곡성휴게소(순천방향),ME178035,02,06,전라남도 곡성군 겸면 호남고속도로 49 (가정리),35.2581787,127.1516545,24시간 이용가능,2
백양사휴게소(논산방향),ME178036,01,06,전라남도 장성군 북이면 호남고속도로 108 (박산리),35.393621,126.8072817,24시간 이용가능,2
